date,ticker,TSLA_close,TSLA_close_shifted_by_1,stocknews_sentiment,vader_sentiment,textblob_lemmatized_sentiments,textblob_stemmed_sentiments
2019-08-23,TSLA,211.39999389648438,222.14999389648438,0.0,0.97,0.06336479591836734,0.06404375386518243
2019-08-26,TSLA,215.0,211.39999389648438,-1.0,0.9871,0.1626556662515567,0.13386363636363635
2019-08-27,TSLA,214.0800018310547,215.0,0.0,0.9400333333333334,0.06764449644622808,0.056265491735711166
2019-08-28,TSLA,215.58999633789062,214.0800018310547,0.0,0.9497,0.1259025200989487,0.07711323763955341
2019-08-30,TSLA,225.61000061035156,221.7100067138672,-1.0,0.9836,0.08762115328638925,0.08679861007447215
2019-09-04,TSLA,220.67999267578125,225.00999450683594,1.0,0.0028000000000000247,0.04454084495751161,0.009228699228699223
2019-09-11,TSLA,247.10000610351562,235.5399932861328,1.0,0.9917,0.13986166007905138,0.12852941176470592
2019-09-12,TSLA,245.8699951171875,247.10000610351562,0.0,0.9986,0.1273293650793651,0.0982453292321713
2019-09-18,TSLA,243.49000549316406,244.7899932861328,0.0,0.9854,0.08614718614718612,0.13122854157336913
2019-09-24,TSLA,223.2100067138672,241.22999572753906,-0.6666666666666666,0.1969,0.031181378427591527,0.008785307829425474
2019-09-25,TSLA,228.6999969482422,223.2100067138672,0.3333333333333333,0.9945333333333334,0.1294902341636364,0.09290130734898178
2019-09-26,TSLA,242.55999755859375,228.6999969482422,0.3333333333333333,0.9516666666666667,0.11041104842829463,0.07603653530377667
2019-09-27,TSLA,242.1300048828125,242.55999755859375,0.3333333333333333,0.9916333333333333,0.09388685994408148,0.06564490430417849
2019-10-01,TSLA,244.69000244140625,240.8699951171875,0.0,0.9651,0.060133245935575036,0.06185354203741301
2019-10-02,TSLA,243.1300048828125,244.69000244140625,-0.5,0.97885,0.10536117040027168,0.06822893329204689
2019-10-03,TSLA,233.02999877929688,243.1300048828125,0.16666666666666666,0.9151333333333334,0.08036526169982051,0.09774011509667509
2019-10-04,TSLA,231.42999267578125,233.02999877929688,-0.5,0.9815,0.10097778072267866,0.03727476723012438
2019-10-08,TSLA,240.0500030517578,237.72000122070312,1.0,-0.8081,0.13014030612244898,0.0873015873015873
2019-10-09,TSLA,244.52999877929688,240.0500030517578,0.5,0.9909,0.10607357949696661,0.1061179691421627
2019-10-10,TSLA,244.74000549316406,244.52999877929688,0.0,-0.4479,0.03491014799154335,-0.01461489898989899
2019-10-11,TSLA,247.88999938964844,244.74000549316406,1.0,0.9731666666666667,0.1064218253104199,0.09246049541200459
2019-10-14,TSLA,256.9599914550781,247.88999938964844,1.0,0.9966,0.1589441609977324,0.1902985638699924
2019-10-16,TSLA,259.75,257.8900146484375,-0.5,0.9929,0.07471359423929803,0.05516063514877743
2019-10-18,TSLA,256.95001220703125,261.9700012207031,-0.5,0.99525,0.12964774625958841,0.1094721349675618
2019-10-21,TSLA,253.5,256.95001220703125,1.0,0.992,0.046947235154782316,0.009338687628161313
2019-10-22,TSLA,255.5800018310547,253.5,0.8,0.9892799999999999,0.09760426558102385,0.0809912097162097
2019-10-23,TSLA,254.67999267578125,255.5800018310547,0.6666666666666666,0.9916,0.07231441541482418,0.028874682049285227
2019-10-24,TSLA,299.67999267578125,254.67999267578125,0.5,0.995825,0.13050156907346439,0.1410539669423926
2019-10-25,TSLA,328.1300048828125,299.67999267578125,1.0,0.99605,0.11634389530222863,0.08983112416039246
2019-10-28,TSLA,327.7099914550781,328.1300048828125,0.6666666666666666,0.9831666666666666,0.08771632528724264,0.07240629846816073
2019-10-30,TSLA,315.010009765625,316.2200012207031,0.5,0.9886999999999999,0.08774810742494624,0.0882626282377588
2019-10-31,TSLA,314.9200134277344,315.010009765625,0.6666666666666666,0.9966333333333334,0.06401594461779646,0.07471034087909464
2019-11-01,TSLA,313.30999755859375,314.9200134277344,-0.5,0.9901,0.08587517417062873,0.0681819230511091
2019-11-05,TSLA,317.2200012207031,317.4700012207031,1.0,0.7476,0.0967669115396388,0.05606565656565657
2019-11-08,TSLA,337.1400146484375,335.5400085449219,0.0,0.9744,0.04002089864158829,0.1043859649122807
2019-11-11,TSLA,345.0899963378906,337.1400146484375,0.5,0.995,0.13067603797717436,0.1166193181818182
2019-11-12,TSLA,349.92999267578125,345.0899963378906,1.0,0.9901,0.1782619047619048,0.1430072463768116
2019-11-13,TSLA,346.1099853515625,349.92999267578125,-1.0,0.9944,0.10445381231671558,0.06176359872012045
2019-11-14,TSLA,349.3500061035156,346.1099853515625,0.0,0.9947,0.10347776005670742,0.09144707949055776
2019-11-15,TSLA,352.1700134277344,349.3500061035156,1.0,0.99045,0.18396915584415585,0.09400137741046832
2019-11-20,TSLA,352.2200012207031,359.5199890136719,1.0,0.9984,0.11374608724608727,0.1152788877788878
2019-11-22,TSLA,333.0400085449219,354.8299865722656,-0.25,0.96055,0.09254476422251243,0.05779358391200497
2019-11-25,TSLA,336.3399963378906,333.0400085449219,0.6666666666666666,0.6867,0.20188101551226553,0.14014654276291105
2019-11-26,TSLA,328.9200134277344,336.3399963378906,0.5,0.9648000000000001,0.0706097075743909,0.02621971468511647
2019-11-27,TSLA,331.2900085449219,328.9200134277344,0.0,0.99855,0.14870126004947434,0.09828624426838714
2019-11-29,TSLA,329.94000244140625,331.2900085449219,1.0,0.9911,0.026243386243386242,0.020977011494252875
2019-12-02,TSLA,334.8699951171875,329.94000244140625,-0.5,0.3403,0.13549056895485465,0.16452579365079362
2019-12-24,TSLA,425.25,419.2200012207031,0.5,0.9893000000000001,0.0607416858503815,0.0013860815951725058
2019-12-26,TSLA,430.94000244140625,425.25,0.6666666666666666,0.9976666666666666,0.1369019486949968,0.10398276276126206
2019-12-27,TSLA,430.3800048828125,430.94000244140625,0.5,0.9886,0.14919014708488393,0.08127476689976688
2019-12-30,TSLA,414.70001220703125,430.3800048828125,0.5,0.08450000000000002,0.053467882607588474,0.034773641173641165
2019-12-31,TSLA,418.3299865722656,414.70001220703125,-1.0,0.9109,0.08733323494687133,0.11269283746556474
