date,TSLA_close,TSLA_close_shifted_by_1
2019-10-30,315.010009765625,316.2200012207031
2019-10-31,314.9200134277344,315.010009765625
2019-11-01,313.30999755859375,314.9200134277344
2019-11-04,317.4700012207031,313.30999755859375
2019-11-05,317.2200012207031,317.4700012207031
2019-11-06,326.5799865722656,317.2200012207031
2019-11-07,335.5400085449219,326.5799865722656
2019-11-08,337.1400146484375,335.5400085449219
2019-11-11,345.0899963378906,337.1400146484375
2019-11-12,349.92999267578125,345.0899963378906
2019-11-13,346.1099853515625,349.92999267578125
2019-11-14,349.3500061035156,346.1099853515625
2019-11-15,352.1700134277344,349.3500061035156
2019-11-18,349.989990234375,352.1700134277344
2019-11-19,359.5199890136719,349.989990234375
2019-11-20,352.2200012207031,359.5199890136719
2019-11-21,354.8299865722656,352.2200012207031
2019-11-22,333.0400085449219,354.8299865722656
2019-11-25,336.3399963378906,333.0400085449219
2019-11-26,328.9200134277344,336.3399963378906
2019-11-27,331.2900085449219,328.9200134277344
2019-11-29,329.94000244140625,331.2900085449219
2019-12-02,334.8699951171875,329.94000244140625
2019-12-03,336.20001220703125,334.8699951171875
2019-12-04,333.0299987792969,336.20001220703125
2019-12-05,330.3699951171875,333.0299987792969
2019-12-06,335.8900146484375,330.3699951171875
2019-12-09,339.5299987792969,335.8900146484375
2019-12-10,348.8399963378906,339.5299987792969
2019-12-11,352.70001220703125,348.8399963378906
2019-12-12,359.67999267578125,352.70001220703125
2019-12-13,358.3900146484375,359.67999267578125
2019-12-16,381.5,358.3900146484375
2019-12-17,378.989990234375,381.5
2019-12-18,393.1499938964844,378.989990234375
2019-12-19,404.0400085449219,393.1499938964844
2019-12-20,405.5899963378906,404.0400085449219
2019-12-23,419.2200012207031,405.5899963378906
2019-12-24,425.25,419.2200012207031
2019-12-26,430.94000244140625,425.25
2019-12-27,430.3800048828125,430.94000244140625
2019-12-30,414.70001220703125,430.3800048828125
2019-12-31,418.3299865722656,414.70001220703125
